Rank,Name,Team,Position,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,SnapsPlayed,SnapsPlayedPercentage,FantasyPointSnapPercentage,FantasyPoints
701,Alexander Johnson,DEN,ILB,51,53,50,73,65,33,null,null,null,null,null,null,null,null,null,null,null,null,325,90,13.1,42.6
701,Chris Conley,HOU,WR,40,55,49,41,54,32,27,25,27,null,31,29,30,46,38,50,49,null,623,61.7,6.8,42.6
701,Darius Slayton,NYG,WR,43,39,9,null,null,null,44,52,31,null,34,44,52,46,39,61,null,42,536,63.9,7.9,42.6
704,DeMarcus Walker,HOU,DL,26,null,23,37,37,23,34,27,34,null,59,24,null,null,null,43,35,54,456,51.8,9.3,42.2
705,Chris Carson,SEA,RB,42,34,23,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,124,57.1,34,42.1
706,Mykal Walker,ATL,ILB,4,5,5,4,0,null,4,4,8,23,6,72,6,5,8,10,11,18,193,16.6,21.8,42
707,Milton Williams,PHI,DT,31,27,47,23,21,13,18,34,31,21,18,26,20,null,23,42,26,35,456,40.7,9.2,41.9
708,James Washington,PIT,WR,15,12,66,49,null,8,null,34,41,76,46,27,22,30,17,22,15,null,480,46.5,8.7,41.8
709,Sterling Shepard,NYG,WR,58,64,24,null,null,68,null,23,null,null,null,null,null,56,51,null,null,null,344,73.7,12.1,41.7
710,Keith Taylor Jr.,CAR,CB,0,2,3,10,47,65,54,35,26,25,9,13,null,15,6,33,58,49,450,41.4,9.2,41.5
710,Divine Deablo,LV,LB,0,0,22,0,0,0,0,null,0,4,0,0,38,52,34,32,49,66,297,25.6,14,41.5
710,Richie Grant,ATL,S,6,0,0,0,28,null,58,3,0,33,24,32,24,null,9,34,2,22,275,25,15.1,41.5
713,Phillip Lindsay,HOU,RB,20,14,9,8,13,11,4,8,14,null,2,15,null,null,null,19,7,15,159,17.8,26,41.4
714,Colt McCoy,ARI,QB,null,null,null,2,null,7,5,null,68,33,83,null,null,null,11,0,null,null,209,36.5,19.8,41.3
714,Harrison Bryant,CLE,TE,19,31,33,29,31,17,30,23,25,23,31,16,null,null,22,19,19,34,402,38.6,10.3,41.3
716,DaQuan Jones,CAR,DT,43,21,32,43,36,56,36,23,39,29,46,39,null,43,42,43,33,37,641,59,6.4,41.2
717,Elijah Riley,NYJ,S,null,null,null,null,null,null,0,null,null,null,64,45,63,68,32,null,62,52,386,68.7,10.6,41
717,Henry Black,GB,S,14,2,13,16,19,37,17,13,10,28,10,19,null,23,1,11,8,21,262,24.3,15.6,41
717,Antonio Hamilton,ARI,CB,3,31,0,16,63,0,12,0,0,0,0,null,13,2,25,57,39,51,312,28.8,13.1,41
720,Dan Arnold,JAX,TE,33,22,27,18,52,41,null,55,35,45,30,5,null,null,null,null,null,null,363,49.9,11.2,40.8
720,Genard Avery,PHI,OLB,22,39,17,18,36,40,28,16,31,15,4,19,14,null,19,20,20,null,358,33.8,11.4,40.8
722,Kevin Minter,TB,ILB,0,0,null,1,26,46,53,1,null,0,1,34,4,0,5,49,57,54,331,31.1,12.3,40.7
723,Tevin Coleman,NYJ,RB,17,7,null,11,5,null,null,null,null,17,20,30,23,null,21,19,null,10,180,25.5,22.5,40.5
723,Dane Cruikshank,TEN,DB,10,36,61,59,64,23,72,20,14,null,null,null,null,7,0,15,22,11,414,45.7,9.8,40.5
723,Robert Alford,ARI,CB,49,48,51,66,64,41,43,44,27,27,29,null,56,35,null,null,null,null,580,70.2,7,40.5
723,Steven Means,ATL,OLB,59,47,53,55,40,null,56,54,38,null,null,null,43,47,39,47,61,53,692,72.4,5.9,40.5
727,Calvin Ridley,ATL,WR,61,60,59,73,null,null,46,null,null,null,null,null,null,null,null,null,null,null,299,86.7,13.4,40.1
728,Pierre Desir,TB,CB,null,null,null,26,15,6,22,75,null,29,15,63,24,null,22,null,22,19,338,44.5,11.8,40
728,K.J. Wright,LV,OLB,37,22,9,26,23,21,5,null,25,20,20,15,35,49,56,13,27,22,425,36.7,9.4,40
730,Peyton Barber,LV,RB,null,19,47,1,null,null,null,null,null,null,1,null,5,7,13,12,11,0,116,17.7,34.4,39.9
730,Juwan Johnson,NO,TE,12,18,8,14,6,null,20,17,null,10,null,24,24,23,22,null,27,11,236,26.3,16.9,39.9
730,Carl Granderson,NO,DE,30,45,28,23,31,null,19,16,null,9,30,44,38,52,35,null,25,23,448,45.1,8.9,39.9
733,Travis Homer,SEA,RB,2,14,16,9,8,5,12,17,null,31,5,null,21,null,null,4,24,13,181,21.9,22,39.8
734,Shaq Lawson,NYJ,DE,34,28,37,59,35,null,43,37,47,36,35,24,42,44,null,33,null,null,534,55.6,7.4,39.7
735,Eric Wilson,PHI,LB,61,48,49,49,29,23,22,null,null,null,16,17,13,1,18,null,22,20,388,40,10.2,39.5
735,Davion Taylor,PHI,LB,null,9,null,9,24,37,36,39,49,40,7,null,null,null,null,null,null,null,250,41.6,15.8,39.5
735,Justin Coleman,MIA,CB,2,49,25,37,12,66,9,20,14,44,22,20,22,null,36,null,1,1,380,35.7,10.4,39.5
735,Zaire Franklin,IND,LB,13,3,21,8,10,12,17,12,6,8,18,6,14,null,12,10,11,19,200,18.5,19.8,39.5
739,Adetokunbo Ogundeji,ATL,OLB,16,21,22,16,30,null,52,55,52,42,27,38,27,null,35,23,35,36,527,48,7.5,39.4
739,Jonnu Smith,NE,TE,55,29,30,28,40,39,17,49,28,null,33,34,39,null,17,21,42,25,526,50.7,7.5,39.4
741,Ricky Seals-Jones,WAS,TE,10,7,8,62,82,59,72,70,null,33,null,null,null,31,33,27,13,null,507,59.6,7.7,39.1
741,DeeJay Dallas,SEA,RB,3,0,0,1,14,22,1,2,null,0,18,28,2,11,33,22,2,2,161,16.2,24.3,39.1
743,Donald Parham Jr.,LAC,TE,41,34,31,39,40,26,null,25,28,27,32,28,16,29,2,null,null,null,398,40.9,9.8,39
743,Geoff Swaim,TEN,TE,25,64,44,32,36,38,38,57,42,40,null,46,null,54,59,39,57,48,719,65.2,5.4,39
743,Brandon Copeland,ATL,LB,null,2,4,11,16,null,14,11,32,44,34,40,37,24,15,14,13,28,339,31,11.5,39
746,Damiere Byrd,CHI,WR,36,27,34,16,28,15,20,26,24,null,37,53,65,36,66,62,29,46,620,55.3,6.3,38.9
747,Chase Young,WAS,DE,70,63,70,61,44,61,47,49,null,12,null,null,null,null,null,null,null,null,477,79.5,8.1,38.85
748,Antoine Wesley,ARI,WR,null,null,10,3,3,9,12,31,54,42,63,null,11,7,64,50,43,57,459,44,8.5,38.8
748,Tershawn Wharton,KC,DT,36,22,24,32,32,32,27,23,23,29,21,null,34,27,51,44,24,21,502,45.1,7.7,38.8
748,Alim McNeill,DET,DL,28,26,13,21,24,30,17,27,null,15,33,25,43,19,17,19,39,26,422,37,9.2,38.8
751,Stephen Weatherly,DEN,DE,17,29,8,13,7,8,null,27,55,25,null,28,15,39,22,25,null,26,344,34.7,11.3,38.75
752,Chauncey Golston,DAL,DE,null,null,30,49,40,32,null,22,30,31,16,32,42,18,14,21,4,33,414,41.2,9.3,38.7
753,Alohi Gilman,LAC,S,23,52,27,22,27,30,null,14,null,57,null,null,null,null,null,68,12,23,355,47.3,10.8,38.5
754,Taylor Stallworth,IND,DT,7,16,null,10,11,28,9,14,22,33,33,22,28,null,25,24,16,34,332,32.8,11.5,38.3
754,DeShawn Williams,DEN,DL,18,20,21,35,21,22,26,26,17,26,null,33,25,32,29,35,null,null,386,41,9.9,38.3
754,Adam Humphries,WAS,WR,33,50,34,45,51,31,50,44,null,38,30,32,34,42,34,40,33,37,658,58.4,5.8,38.3
757,Kemoko Turay,IND,DL,null,11,23,24,31,null,null,15,25,11,9,3,17,null,27,null,13,15,224,27,17.1,38.25
758,Naquan Jones,TEN,DT,null,null,null,9,23,23,30,39,16,29,19,16,null,31,31,35,27,null,328,38.4,11.6,38.2
759,Ryan Griffin,NYJ,TE,31,45,33,35,51,null,50,41,48,55,47,56,32,36,23,null,null,null,583,61.6,6.5,38.1
759,Hayden Hurst,ATL,TE,43,30,24,49,43,null,37,33,26,23,null,null,null,43,25,22,null,12,410,50.4,9.3,38.1
761,CJ Henderson,JAX,CB,78,30,null,18,14,null,12,null,null,22,17,28,null,18,41,52,null,60,390,48.3,9.7,38
762,Jaylon Smith,NYG,LB,16,54,50,28,null,17,10,null,null,null,null,null,null,null,17,47,46,44,329,50.5,11.5,37.9
762,Terrell Lewis,LAR,LB,17,14,34,44,41,51,41,38,42,23,null,22,null,null,null,null,null,null,367,48.4,10.3,37.9
764,Bradley Roby,NO,CB,null,39,2,20,20,null,19,28,28,28,44,32,39,33,35,27,null,null,394,41.5,9.6,37.7
765,Bud Dupree,TEN,OLB,48,39,null,null,null,48,29,48,47,1,null,null,null,null,29,37,37,34,397,54.8,9.4,37.3
766,Marquise Goodwin,CHI,WR,26,31,10,29,24,29,35,30,32,null,42,32,null,null,null,23,24,26,393,43.1,9.5,37.2
767,Dare Ogunbowale,JAX,RB,0,0,5,3,5,0,null,15,8,1,0,1,0,4,10,60,31,46,189,17.4,19.6,37.1
768,Lil'Jordan Humphrey,NO,WR,18,24,null,null,null,null,13,null,null,null,16,27,30,null,16,28,37,7,216,35.1,17.1,36.9
769,Julian Blackmon,IND,S,54,59,66,52,70,75,null,null,null,null,null,null,null,null,null,null,null,null,376,98.7,9.8,36.8
769,James Smith-Williams,WAS,DE,30,11,23,23,22,23,14,19,null,38,44,36,44,null,null,30,null,30,387,43.5,9.5,36.8
771,Roy Lopez,HOU,DL,20,34,35,36,31,21,30,38,33,null,30,25,38,32,32,null,26,40,501,46.6,7.3,36.7
771,Jimmy Graham,CHI,TE,14,22,7,22,25,19,null,null,18,null,12,14,21,12,19,21,17,20,263,26.7,14,36.7
773,Josiah Deguara,GB,TE,5,null,17,24,13,15,11,16,15,25,27,35,null,37,35,33,30,29,367,34.9,9.9,36.5
773,Duke Shelley,CHI,CB,null,48,49,60,56,10,44,28,61,null,23,null,null,null,null,40,null,null,419,62.4,8.7,36.5
773,Chris Jackson,TEN,DB,null,38,53,12,56,36,null,33,78,25,43,null,null,null,null,0,5,7,386,48.8,9.5,36.5
776,Adam Trautman,NO,TE,51,23,51,39,48,null,64,66,67,56,44,null,null,null,35,null,48,50,642,76.3,5.7,36.3
777,Giovani Bernard,TB,RB,17,6,33,null,17,12,11,13,null,14,8,1,7,7,null,null,null,null,146,17.6,24.7,36.1
777,Bryce Callahan,DEN,CB,51,46,43,27,46,38,39,44,null,null,null,null,null,null,50,43,null,78,505,71.9,7.1,36.1
779,Brandon Williams,BAL,NT,44,19,null,29,38,27,37,null,null,null,null,33,36,44,35,36,35,35,448,53.1,8,36
779,Dontae Johnson,SF,CB,31,0,20,23,44,null,0,0,6,4,8,3,40,null,0,0,21,60,260,25.6,13.8,36
779,Jihad Ward,JAX,OLB,43,35,35,29,27,33,null,19,26,14,16,11,23,20,12,34,51,29,457,41.2,7.9,36
779,Tyler Johnson,TB,WR,3,17,34,17,38,12,49,39,null,33,57,48,9,49,70,36,49,52,612,51.7,5.9,36
779,Durham Smythe,MIA,TE,38,22,34,21,36,58,29,29,45,41,51,66,42,null,65,51,41,47,716,62,5,36
784,Bryan Mone,SEA,DT,35,null,34,15,26,24,38,22,null,50,27,33,28,10,null,null,23,31,396,38.2,9.1,35.85
785,Ola Adeniyi,TEN,OLB,8,3,29,18,23,4,30,5,8,30,11,null,null,23,0,0,11,4,207,20,17.3,35.8
785,Brevin Jordan,HOU,TE,null,null,null,null,null,null,null,15,20,null,18,34,22,29,null,32,35,27,232,40.3,15.4,35.8
787,Matt Breida,BUF,RB,10,2,null,null,null,null,null,null,null,8,18,21,7,11,3,null,null,1,81,13.1,44.1,35.7
788,Logan Thomas,WAS,TE,55,71,54,5,null,null,null,null,null,null,null,66,43,null,null,null,null,null,294,73.9,12.1,35.6
789,Jordan Phillips,ARI,DT,null,null,null,null,null,21,23,50,20,37,25,null,39,41,28,null,null,null,284,50,12.3,35
789,Tre Flowers,SEA,CB,76,88,75,0,0,null,14,0,1,null,1,25,6,6,8,12,13,66,391,36.9,9,35
789,Chester Rogers,TEN,WR,39,38,28,66,31,15,null,31,19,21,56,15,null,16,28,31,20,10,464,41.6,7.5,35
792,Camryn Bynum,MIN,S,0,0,5,0,0,0,null,4,98,59,6,null,null,1,2,10,26,null,211,21.4,16.5,34.9
792,Markus Bailey,CIN,LB,4,3,0,0,1,4,16,4,3,null,3,24,4,null,34,46,48,66,260,25.5,13.4,34.9
794,Jerry Hughes,BUF,DL,33,34,32,24,54,34,null,43,35,31,21,28,25,43,40,29,31,21,558,52.7,6.2,34.85
795,Chris Evans,CIN,RB,0,2,5,2,7,16,0,null,3,null,10,9,null,null,6,3,2,30,95,10.5,36.6,34.8
795,Kingsley Keke,GB,DT,31,32,42,30,31,26,42,9,null,null,35,32,null,38,45,null,null,null,393,51,8.9,34.8
797,Chris Moore,HOU,WR,null,null,2,null,37,49,13,15,16,null,16,11,13,null,0,31,null,37,240,32.8,14.5,34.7
797,K'Lavon Chaisson,JAX,OLB,37,31,31,25,33,21,null,20,13,16,29,27,21,32,17,31,null,null,384,39.2,9,34.7
799,Cyril Grayson Jr.,TB,WR,null,null,null,null,null,null,13,8,null,null,null,null,null,null,null,53,47,6,127,37.9,27.2,34.6
799,DeShon Elliott,BAL,S,85,24,39,null,null,55,63,null,39,null,null,null,null,null,null,null,null,null,305,81.8,11.3,34.6
801,MyCole Pruitt,TEN,TE,15,55,37,28,38,16,37,35,27,23,38,27,null,33,27,27,16,null,479,42.9,7.2,34.5
802,Quintez Cephus,DET,WR,32,51,45,62,22,null,null,null,null,null,null,null,null,null,null,null,null,null,212,60.4,16.2,34.4
802,Takk McKinley,CLE,DE,24,30,19,38,43,26,24,null,12,null,null,40,null,34,29,null,null,null,319,43.4,10.8,34.4
804,Marlon Davidson,ATL,DL,21,23,15,null,null,null,24,31,36,28,null,24,22,20,null,null,null,26,270,34.8,12.7,34.3
805,Whitney Mercilus,HOU,OLB,48,38,31,37,30,21,31,29,30,17,null,null,null,null,null,null,null,null,312,48.1,11,34.2
805,Oren Burks,GB,LB,7,2,25,36,18,19,9,7,4,6,18,5,null,1,3,5,8,32,205,19,16.7,34.2
807,Michael Pierce,MIN,DT,41,37,21,21,null,null,null,null,null,null,null,null,32,30,31,38,null,null,251,45.6,13.5,34
807,Cody Barton,SEA,LB,8,11,25,0,0,2,1,0,null,null,0,0,0,1,0,3,62,76,189,15.9,18,34
809,Cam Sims,WAS,WR,2,8,20,5,null,null,null,15,null,13,11,12,13,40,25,37,47,39,287,31.4,11.8,33.8
809,Carlos Hyde,JAX,RB,25,14,23,null,18,9,null,50,48,18,14,32,29,12,null,null,null,null,292,37.9,11.6,33.8
811,Kyler Fackrell,LAC,LB,27,28,32,29,33,26,null,22,26,25,30,24,51,null,null,null,null,29,382,43.2,8.8,33.7
811,Kyle Rudolph,NYG,TE,47,49,29,37,41,34,41,21,31,null,14,null,27,25,27,17,26,34,500,48,6.7,33.7
813,Gardner Minshew,PHI,QB,null,null,null,null,null,null,null,14,null,null,null,null,71,null,null,7,null,74,166,60.8,20.3,33.66
814,Ronald Blair,NYJ,DE,null,null,null,null,null,null,null,null,null,30,35,22,32,null,40,45,57,52,313,56.2,10.7,33.6
815,Ahkello Witherspoon,PIT,CB,null,4,null,null,null,null,null,null,null,null,20,15,68,61,56,27,55,62,368,57.1,9.1,33.5
815,A.J. Bouye,CAR,CB,null,null,null,49,62,79,55,33,23,34,30,21,null,17,null,null,null,null,403,60.4,8.3,33.5
815,Rashard Higgins,CLE,WR,4,43,40,41,34,37,42,33,3,26,53,null,null,24,44,44,41,null,509,51.9,6.6,33.5
815,Devon Kennard,ARI,OLB,13,null,17,17,8,34,32,12,9,18,8,null,18,19,28,17,null,15,265,27.7,12.6,33.5
815,Mack Wilson Sr.,CLE,OLB,22,25,12,11,5,7,17,30,13,24,13,4,null,0,null,null,null,11,194,21.3,17.3,33.5
820,Trey Flowers,DET,LB,49,42,null,null,52,47,40,20,null,54,null,null,null,null,null,null,null,null,304,63.9,11,33.4
820,Jabrill Peppers,NYG,DB,30,57,43,19,null,53,27,null,null,null,null,null,null,null,null,null,null,null,229,57.7,14.6,33.4
822,J.J. Watt,ARI,DE,46,55,56,49,54,51,30,null,null,null,null,null,null,null,null,null,null,null,341,78,9.7,33.1
822,Le'Veon Bell,BAL,RB,null,null,null,20,null,22,22,null,23,31,null,null,null,null,null,3,26,23,170,29,19.5,33.1
822,Tommy Tremble,CAR,TE,12,29,19,27,27,38,35,34,34,51,24,25,null,34,49,41,null,42,521,47.9,6.4,33.1
822,Ross Blacklock,HOU,DL,27,23,25,null,null,null,37,26,35,null,46,30,34,29,33,42,37,31,455,47.7,7.3,33.1
826,Nevin Lawson,JAX,CB,null,null,8,null,21,70,null,0,19,11,32,60,68,4,null,14,null,26,333,43.1,9.9,33
826,A.J. Green,CLE,CB,0,0,0,1,69,null,null,null,7,0,null,0,null,0,null,0,45,54,176,22,18.8,33
828,Ty'Son Williams,BAL,RB,35,37,29,null,14,null,21,null,18,0,0,2,null,0,0,null,0,2,158,16.3,20.8,32.9
828,Malik Turner,DAL,WR,null,null,null,2,5,1,null,0,18,23,8,12,18,7,6,13,0,13,126,12.5,26.1,32.9
830,Ogbonnia Okoronkwo,LAR,DL,null,null,null,34,17,32,21,36,18,14,null,18,16,19,null,10,10,10,255,28.7,12.9,32.8
830,James Lynch,MIN,DL,null,null,null,null,11,13,null,16,30,18,21,55,16,18,40,15,29,23,305,32.2,10.8,32.8
832,Carl Nassib,LV,OLB,30,21,24,19,12,27,19,null,17,20,30,8,null,null,13,11,null,null,251,28.7,13,32.75
833,Alton Robinson,SEA,LB,12,18,42,44,6,1,29,27,null,20,19,27,21,48,16,22,19,null,371,31.2,8.8,32.7
833,Darren Hall,ATL,CB,null,null,0,null,17,null,1,0,0,21,14,26,44,51,13,4,75,16,282,29.3,11.6,32.7
833,Levi Onwuzurike,DET,DL,null,10,14,17,20,15,22,29,null,26,30,23,48,27,26,21,36,32,396,36.5,8.3,32.7
836,Ke'Shawn Vaughn,TB,RB,null,null,0,0,null,0,8,null,null,0,9,null,0,0,19,24,24,27,111,13,29.4,32.6
837,Isaiah McKenzie,BUF,WR,15,13,15,4,8,4,null,13,19,13,9,null,null,11,20,67,24,22,257,23.9,12.6,32.5
837,Ashton Dulin,IND,WR,6,26,7,12,23,13,43,29,23,7,20,4,22,null,28,28,28,10,329,29.5,9.9,32.5
837,Demetric Felton Jr.,CLE,RB,0,3,11,6,3,12,22,9,6,null,12,1,null,6,29,4,1,5,130,12.4,25,32.5
837,Vernon Hargreaves III,HOU,CB,62,59,71,14,4,40,8,64,null,null,null,null,29,14,null,null,3,29,397,50.4,8.2,32.5
837,Kevin King,GB,CB,56,56,null,null,42,null,null,null,65,20,26,null,null,3,13,null,11,11,303,48.5,10.7,32.5
842,Robert Tonyan,GB,TE,28,28,46,56,38,37,38,35,null,null,null,null,null,null,null,null,null,null,306,60.1,10.6,32.4
842,Marquis Haynes Sr.,CAR,DE,15,12,9,11,11,21,11,5,5,23,15,17,null,11,0,11,20,14,211,19.4,15.4,32.4
844,Mike Purcell,DEN,DL,24,21,13,40,32,30,41,null,null,23,null,19,null,32,21,36,null,30,362,43.6,8.8,32
844,Talanoa Hufanga,SF,S,20,2,3,0,5,null,34,70,70,55,16,31,49,31,7,null,null,2,395,41.4,8.1,32
846,Nathan Shepherd,NYJ,DL,23,22,30,37,20,null,31,16,17,22,28,19,24,31,42,62,32,38,494,41.6,6.4,31.7
847,Dallin Leavitt,LV,S,8,14,null,1,0,16,23,null,6,23,13,22,8,13,17,42,10,33,249,23.1,12.7,31.6
848,Chris Board,BAL,LB,28,19,21,29,32,23,22,null,22,35,16,22,11,11,20,null,7,18,336,33.2,9.4,31.5
849,Kenny Willekes,MIN,DE,null,null,null,null,null,null,null,16,41,null,null,null,37,31,null,null,37,40,202,42.6,15.4,31.15
850,Brandon Zylstra,CAR,WR,12,14,19,13,11,36,null,null,null,33,24,28,null,36,54,null,3,50,333,37.8,9.3,31
850,Darnay Holmes,NYG,CB,28,53,1,3,1,9,30,45,44,null,38,29,null,null,null,null,null,null,281,36.5,11,31
852,Mike Glennon,NYG,QB,null,null,null,null,39,null,null,null,null,null,null,null,65,69,50,36,56,null,315,79.3,9.8,30.9
852,Jordan Jenkins,HOU,DE,21,25,null,null,30,22,35,26,36,null,5,null,null,null,32,null,24,26,282,38.2,11,30.9
852,John Bates,WAS,TE,2,1,1,16,17,13,11,15,null,47,66,48,38,48,34,45,58,59,519,46.1,6,30.9
855,Benson Mayowa,SEA,DE,32,57,null,null,22,40,58,23,null,28,44,41,32,38,17,22,25,30,509,45.7,6,30.5
855,Akeem Davis-Gaither,CIN,LB,16,16,45,11,21,35,39,20,4,null,null,null,null,null,null,null,null,null,207,33.9,14.7,30.5
855,Andre Cisco,JAX,S,23,18,0,0,0,2,null,3,0,0,11,2,8,0,28,28,65,57,245,22.1,12.4,30.5
855,Justin Strnad,DEN,ILB,13,23,41,59,51,45,71,14,3,null,null,14,16,9,23,18,22,21,443,43.3,6.9,30.5
855,Casey Toohill,WAS,DE,9,3,10,8,8,11,7,4,null,29,43,33,36,null,49,43,41,27,361,35.3,8.4,30.5
860,Malik Jackson,CLE,DT,43,46,37,51,54,54,27,50,35,34,29,42,null,39,38,35,33,null,647,60.9,4.7,30.4
861,Del'Shawn Phillips,NYJ,LB,57,2,4,23,1,null,37,3,9,24,15,20,22,2,2,3,21,1,246,20.7,12.3,30.3
862,Efe Obada,BUF,DE,15,null,null,null,34,20,null,null,null,35,15,22,null,29,18,38,11,null,237,35.7,12.7,30.2
863,Alex Okafor,KC,DE,27,26,41,43,28,29,27,25,21,22,13,null,34,26,22,43,21,15,463,41.6,6.5,30.15
864,Taven Bryan,JAX,DT,30,18,13,16,18,null,null,16,20,20,31,24,19,29,19,10,16,null,299,30.5,10.1,30.1
865,John Ross,NYG,WR,null,null,null,28,41,32,37,16,5,null,11,11,21,11,null,null,null,null,213,33,14.1,30
865,Christian Ringo,NO,DT,24,36,24,14,null,null,17,17,17,null,35,28,26,19,25,null,21,12,315,34.7,9.5,30
865,David Mayo,WAS,LB,0,0,0,0,9,1,0,3,null,4,5,0,1,17,null,73,40,13,166,16,18.1,30
865,Kris Boyd,MIN,CB,8,0,0,null,0,0,null,0,68,2,0,0,2,12,0,10,58,null,160,15.3,18.8,30
869,Sam Eguavoen,MIA,LB,36,8,5,19,17,15,53,4,1,3,7,7,3,null,18,2,14,1,213,19.1,14.1,29.95
870,Hassan Ridgeway,PHI,DL,26,25,26,21,21,17,19,27,18,13,17,16,22,null,24,36,9,36,373,33.3,8,29.9
871,Dont'e Deayon,LAR,CB,null,null,null,null,null,66,61,59,36,null,null,70,42,null,34,30,34,29,461,70.2,6.4,29.5
871,Johnathan Hankins,LV,DT,46,38,49,51,43,null,35,null,39,43,43,38,37,43,33,null,null,29,567,58,5.2,29.5
873,Tyquan Lewis,IND,DE,29,32,53,43,59,50,33,12,null,null,null,null,null,null,null,null,null,null,311,61,9.4,29.35
874,Josh Uche,NE,LB,15,35,null,31,14,26,28,26,17,13,null,null,null,null,null,7,19,5,236,30.2,12.4,29.3
874,Jordan Willis,SF,DL,null,null,null,null,null,null,null,18,18,20,12,null,13,18,12,13,16,15,155,24.5,18.9,29.3
876,Will Dissly,SEA,TE,38,26,20,46,57,47,40,36,null,32,25,16,33,42,26,null,28,null,512,58.4,5.7,29.1
877,Andrew Adams,TB,SS,11,0,0,0,1,0,8,0,null,null,null,null,58,61,57,13,0,5,214,23.1,13.6,29
877,Ambry Thomas,SF,CB,9,null,null,0,null,null,null,null,0,0,11,0,0,62,57,62,67,65,333,43.6,8.7,29
879,Justin Hollins,LAR,LB,51,50,49,null,null,null,null,null,null,null,null,null,null,17,15,20,11,10,223,40.7,13,28.9
879,Kevon Seymour,BAL,CB,null,0,0,9,null,null,null,null,null,null,null,0,null,16,54,75,40,53,247,43.2,11.7,28.9
879,Nick Williams,DET,DL,35,40,42,40,45,36,37,32,null,39,37,39,21,36,44,27,38,35,623,54.6,4.6,28.9
879,Boogie Basham,BUF,DE,null,null,null,23,29,null,null,null,null,26,31,null,21,null,36,18,null,17,201,39.9,14.4,28.9
883,Case Keenum,CLE,QB,null,null,5,null,null,4,71,null,3,23,null,null,null,2,null,null,null,66,174,38.8,16.5,28.68
884,Josh Woods,DET,LB,12,null,11,15,17,18,16,15,null,26,17,4,43,64,2,null,null,null,260,29.3,11,28.5
884,Michael Dogbe,ARI,DE,13,8,12,14,null,24,27,25,24,21,10,null,17,3,17,18,16,14,263,25.8,10.8,28.5
884,Jaylinn Hawkins,ATL,S,15,16,23,16,56,null,35,44,48,null,null,11,15,64,51,67,null,1,462,48.5,6.2,28.5
887,Amen Ogbongbemiga,LAC,LB,null,0,null,0,1,40,null,3,1,10,0,4,2,13,0,19,17,0,110,10.8,25.8,28.4
888,Star Lotulelei,BUF,DT,null,31,31,22,50,30,null,35,36,null,null,null,27,null,22,null,18,15,317,48.1,8.9,28.3
888,Adam Butler,MIA,DT,48,47,41,33,38,26,31,41,40,47,33,31,33,null,28,21,30,23,591,53.1,4.8,28.3
890,Craig Reynolds,DET,RB,null,null,null,null,null,null,null,null,null,null,null,null,null,29,42,27,14,6,118,37.2,23.9,28.2
890,Tremon Smith,HOU,DB,12,18,71,21,22,23,19,6,1,null,20,22,22,24,10,62,20,22,395,34.8,7.1,28.2
892,Isaiah Ford,MIA,WR,null,null,null,null,3,5,19,8,4,11,1,12,14,null,19,20,17,9,142,15.9,19.8,28.1
893,Monty Rice,TEN,LB,5,6,0,0,12,null,null,54,0,46,43,19,null,null,null,null,null,null,185,27.8,15.1,28
893,Chris Claybrooks,JAX,CB,3,22,45,0,41,0,null,null,0,0,12,2,11,0,0,0,63,0,199,18.9,14.1,28
893,Zack Baun,NO,LB,23,64,7,2,0,null,0,0,0,0,0,6,22,6,3,61,0,0,194,17.4,14.4,28
893,Artie Burns,CHI,CB,1,6,null,4,10,null,10,null,null,null,null,49,43,53,null,36,34,39,285,44.2,9.8,28
893,Shamar Stephen,DEN,DT,18,13,18,26,19,17,27,28,23,18,null,26,22,25,17,32,33,31,393,36.2,7.1,28
898,Greg Ward,PHI,WR,16,21,16,22,11,7,17,32,1,6,3,7,0,null,22,8,13,43,245,21.9,11.3,27.58
899,DJ Chark,JAX,WR,62,45,59,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,169,66.5,16.2,27.4
899,Tavon Austin,JAX,WR,null,null,null,41,24,17,null,28,7,14,12,13,16,26,16,43,31,null,288,35.2,9.5,27.4
901,Ray-Ray McCloud III,PIT,WR,3,1,47,4,34,52,null,11,26,61,15,null,40,63,33,45,53,50,538,48.4,5.1,27.2
902,Kenneth Murray Jr.,LAC,LB,55,49,40,null,null,null,null,null,null,58,15,9,8,25,10,51,null,44,364,47.4,7.4,27
902,Benjamin St-Juste,WAS,CB,47,52,61,null,12,40,55,51,null,null,5,0,null,null,null,null,null,null,323,56.3,8.4,27
904,Elijhaa Penny,NYG,RB,3,3,8,4,6,15,22,7,16,null,3,5,4,5,2,13,11,15,142,12.9,18.9,26.9
905,Jonathan Garvin,GB,LB,27,13,20,26,20,44,43,25,20,30,34,null,null,18,18,14,12,31,395,38.9,6.8,26.75
906,Salvon Ahmed,MIA,RB,11,23,5,5,11,19,22,16,14,9,null,13,22,null,null,null,null,null,170,20.8,15.6,26.6
907,Dre Greenlaw,SF,LB,37,null,null,null,null,null,null,null,null,null,null,13,null,null,null,null,null,63,113,53.8,23.5,26.5
